Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
input/vocabulary/valueset/valueset-hiv-d-de129.json	1672	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	27	231	0	0	0	0	0	0	1
input/vocabulary/valueset/valueset-hiv-d-de147.json	864	7	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	21	217	0	0	0	0	0	0	0
input/vocabulary/valueset/valueset-hiv-d-de163.json	948	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	27	221	0	0	0	0	0	0	0
input/vocabulary/valueset/valueset-hiv-d-de171.json	942	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	22	226	0	0	0	0	0	0	0
input/vocabulary/valueset/valueset-hiv-d-de18.json	1472	7	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	24	229	0	0	0	0	1	0	0
input/vocabulary/valueset/valueset-hiv-d-de180.json	828	7	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	28	216	0	0	0	0	0	0	0
input/vocabulary/valueset/valueset-hiv-d-de183.json	671	7	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	20	213	0	0	0	0	0	0	0
input/vocabulary/valueset/valueset-hiv-d-de187.json	864	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	21	218	0	0	0	0	0	0	0
input/vocabulary/valueset/valueset-hiv-d-de198.json	3328	8	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	39	267	0	0	0	0	0	0	0
input/vocabulary/valueset/valueset-hiv-d-de218.json	1578	8	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	25	237	0	0	0	0	1	0	0
input/vocabulary/valueset/valueset-hiv-d-de226.json	758	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	19	216	0	0	0	0	0	0	0
input/vocabulary/valueset/valueset-hiv-d-de230.json	2283	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	31	236	0	0	0	0	0	0	0
input/vocabulary/valueset/valueset-hiv-d-de248.json	1668	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	25	243	0	0	0	0	0	0	0
input/vocabulary/valueset/valueset-hiv-d-de260.json	2911	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	37	362	0	0	0	0	1	0	0
input/vocabulary/valueset/valueset-hiv-d-de290.json	7976	7	1	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	76	325	0	0	0	0	1	0	0
input/vocabulary/valueset/valueset-hiv-d-de359.json	881	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	21	217	0	0	0	0	0	0	0
input/vocabulary/valueset/valueset-hiv-d-de371.json	1528	9	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	27	227	0	0	0	0	0	0	0
input/vocabulary/valueset/valueset-hiv-d-de384.json	792	13	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	20	215	0	0	0	0	0	0	0
input/vocabulary/valueset/valueset-hiv-d-de392.json	949	7	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	21	217	0	0	0	0	1	0	0
input/vocabulary/valueset/valueset-hiv-d-de400.json	1644	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	26	229	0	0	0	0	0	0	0
